,Job_Title,Information,Company_Type,Job_Contract,Experience,Education,Required_Skills,Skills,Company,Location,City,Province,Job_Posting,Salary
346,Quality Assurance (QA) Analyst,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),System Analysis,9,PT. Amalura Multi Dimensi,Setiabudi,Jakarta Selatan,DKI Jakarta,59 detik yang lalu,Rp 7 jt-10 jt
347,Functional Analyst/Business Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Business Analysis,4,Porto Indonesia Sejahtera,Penjaringan,Jakarta Utara,DKI Jakarta,14 hari yang lalu,"Rp 5 jt-7,5 jt"
348,Cybersecurity Analyst,,,Kontrak,5 – 10 tahun,Minimal Sarjana (S1),Poc,3,Adins Center Of Excellence,Kebon Jeruk,Jakarta Barat,DKI Jakarta,29 menit yang lalu,Rp 8 jt-12 jt
349,Sales and Marketing Analyst,,Perusahaan Premium,Penuh Waktu,Minimal SMA/SMK,Customer Service,Microsoft Word,5,Fifgroup Duren Sawit,Jatinegara,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 2 jt-6 jt
350,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),System Analysis,3,Satrio Consulting,Cibeunying Kidul,Bandung,Jawa Barat,Kemarin,Rp 5 jt-10 jt
351,IT Business Process Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SDLC,3,PT Sigma Global Teknologi,Cakung,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 6 jt-7 jt
352,System Analyst,,,Hybrid,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),5,NAT Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,2 hari yang lalu,Rp 7 jt-10 jt
353,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),GIT,3,PT Bazpos Teknologi Indonesia Persada,Grogol Petamburan,Jakarta Barat,DKI Jakarta,2 hari yang lalu,Rp 10 jt-15 jt
354,Staff Warehouse & Data Inventory,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Microsoft Excel,3,Zeta Bags Group,Mampang Prapatan,Jakarta Selatan,DKI Jakarta,16 hari yang lalu,Rp 5 jt-6 jt
355,Program Magang (Administrasi/Data Analyst/Statutory/Operasional),,,Magang,Minimal Diploma (D1 - D4),Microsoft Excel,Data Entry,4,PT. GURITA LINTAS SAMUDERA (GLS),Grogol Petamburan,Jakarta Barat,DKI Jakarta,9 hari yang lalu,"Rp 1 jt-1,5 jt"
356,Analis Data HRIS (Human Resources Information System),,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),HR Policies,5,KSO Sucofindo - Surveyor Indonesia,Pancoran,Jakarta Selatan,DKI Jakarta,24 hari yang lalu,
357,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),System Analysis,3,APTAVIS,Sukajadi,Bandung,Jawa Barat,1 bulan yang lalu,Rp 4 jt-5 jt
358,Product Market Analyst (Jakarta),,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Communication Skills,3,Delifru Flavour Expert,Kembangan,Jakarta Barat,DKI Jakarta,12 hari yang lalu,
359,System Analyst (Middle),,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),GIT,3,Adins Center Of Excellence,Kebon Jeruk,Jakarta Barat,DKI Jakarta,3 hari yang lalu,Rp 9 jt-14 jt
360,Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Software Development Life Cycle (Sdlc),3,PT Imani Prima,Cilandak,Jakarta Selatan,DKI Jakarta,16 hari yang lalu,Rp 5 jt-7 jt
361,Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Diploma (D1 - D4),Business Planning,5,Derutive Insights Consulting,Kebon Jeruk,Jakarta Barat,DKI Jakarta,17 hari yang lalu,Rp 5 jt-7 jt
362,Analyst,,,Penuh Waktu,Kurang dari setahun,Minimal Diploma (D1 - D4),Microsoft Excel,4,Linkage,Gresik,Kab. Gresik,Jawa Timur,13 hari yang lalu,"Rp 4,8 jt-7 jt"
363,Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Software Documentation,3,Indonesia Global Solusindo,Grogol Petamburan,Jakarta Barat,DKI Jakarta,28 hari yang lalu,
364,Data Engineer,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Relational Databases,5,PT. Nusantara Duta Solusindo,Tebet,Jakarta Selatan,DKI Jakarta,Kemarin,Rp 7 jt-9 jt
365,Business Analyst,,,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Data Analytics,3,Star Karlo Indonesia,Genuk,Semarang,Jawa Tengah,9 hari yang lalu,"Rp 5 jt-7,5 jt"
366,System Analyst Middle,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),System Analyst,6,PT Aktualisasi Gratia Talenta Indonesia,Kebon Jeruk,Jakarta Barat,DKI Jakarta,20 hari yang lalu,Rp 10 jt-11 jt
367,Dosen Sains Data Terapan,,,Hybrid,Penuh Waktu,Kurang dari setahun,Minimal Magister (S2),3,Startup Campus,Serang,Serang,Banten,1 bulan yang lalu,Rp 1 jt
368,Data Engineer,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Microsoft SQL Server,3,PT Hermes Solusi Integrasi,Setiabudi,Jakarta Selatan,DKI Jakarta,8 hari yang lalu,Rp 9 jt-10 jt
369,Senior Data Engineer,,Perusahaan Premium,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),CI/CD,4,Kreasi Dua Konsep (2Konzept),Kebayoran Lama,Jakarta Selatan,DKI Jakarta,7 hari yang lalu,Rp 8 jt-20 jt
370,Quality Assurance (QA) Analyst,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),System Analysis,9,PT. Amalura Multi Dimensi,Setiabudi,Jakarta Selatan,DKI Jakarta,59 detik yang lalu,Rp 7 jt-10 jt
371,Data Surveyor,,,Hybrid,Kontrak,Kurang dari setahun,Minimal SMA/SMK,3,Ruveetex,Bogor Timur,Bogor,Jawa Barat,15 hari yang lalu,"Rp 1,3 jt-1,5 jt"
372,Functional Analyst/Business Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Business Analysis,4,Porto Indonesia Sejahtera,Penjaringan,Jakarta Utara,DKI Jakarta,14 hari yang lalu,"Rp 5 jt-7,5 jt"
373,Cybersecurity Analyst,,,Kontrak,5 – 10 tahun,Minimal Sarjana (S1),Poc,3,Adins Center Of Excellence,Kebon Jeruk,Jakarta Barat,DKI Jakarta,29 menit yang lalu,Rp 8 jt-12 jt
374,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),System Analysis,3,Satrio Consulting,Cibeunying Kidul,Bandung,Jawa Barat,Kemarin,Rp 5 jt-10 jt
375,Sales and Marketing Analyst,,Perusahaan Premium,Penuh Waktu,Minimal SMA/SMK,Customer Service,Microsoft Word,5,Fifgroup Duren Sawit,Jatinegara,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 2 jt-6 jt
376,System Analyst,,,Hybrid,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),5,NAT Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,2 hari yang lalu,Rp 7 jt-10 jt
377,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),GIT,3,PT Bazpos Teknologi Indonesia Persada,Grogol Petamburan,Jakarta Barat,DKI Jakarta,2 hari yang lalu,Rp 10 jt-15 jt
378,IT Business Process Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SDLC,3,PT Sigma Global Teknologi,Cakung,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 6 jt-7 jt
379,Data Engineer,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Amazon Web Services (AWS),3,PT. ALL DATA INTERNATIONAL,Kembangan,Jakarta Barat,DKI Jakarta,24 hari yang lalu,"Rp 6 jt-7,5 jt"
380,Data Engineer,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Data Cleaning,3,PT Cybertrend Intrabuana,Cilandak,Jakarta Selatan,DKI Jakarta,27 hari yang lalu,"Rp 6 jt-7,7 jt"
381,Data Engineer,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Software Engineering,3,Tada,Setiabudi,Jakarta Selatan,DKI Jakarta,28 hari yang lalu,"Rp 6 jt-7,7 jt"
382,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),System Analysis,3,APTAVIS,Sukajadi,Bandung,Jawa Barat,1 bulan yang lalu,Rp 4 jt-5 jt
383,Data & Application Operation Engineer,,,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),Attention to Detail,3,PT Adastra Visi Teknologi,Kramatjati,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 9 jt
384,Product Market Analyst (Jakarta),,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Communication Skills,3,Delifru Flavour Expert,Kembangan,Jakarta Barat,DKI Jakarta,12 hari yang lalu,
385,IT System Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SQL,3,PT. Transcosmos Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,Kemarin,
386,IT Business Analyst,,,Kontrak,3 – 5 tahun,Minimal Diploma (D1 - D4),Brd,4,Pt. Tiga Daya Digital Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,Kemarin,Rp 10 jt-18 jt
387,IT Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Teamwork,3,PT. Mandiri International Technology,Pancoran,Jakarta Selatan,DKI Jakarta,2 hari yang lalu,"Rp 5,5 jt-10 jt"
388,Business Risk Analyst,,,Remote/Dari rumah,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),3,Confirmis Holdings,Gambir,Jakarta Pusat,DKI Jakarta,3 hari yang lalu,"Rp 6 jt-6,5 jt"
389,Marketing Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Teamwork,5,PT. Steel Center Indonesia,Tanjung Priok,Jakarta Utara,DKI Jakarta,6 hari yang lalu,Rp 7 jt-10 jt
390,Data Engineer,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Microsoft SQL Server,3,PT Hermes Solusi Integrasi,Setiabudi,Jakarta Selatan,DKI Jakarta,8 hari yang lalu,Rp 9 jt-10 jt
391,System Analyst (Middle),,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),GIT,3,Adins Center Of Excellence,Kebon Jeruk,Jakarta Barat,DKI Jakarta,3 hari yang lalu,Rp 9 jt-14 jt
392,Dosen Sains Data Terapan,,,Hybrid,Penuh Waktu,Kurang dari setahun,Minimal Magister (S2),3,Startup Campus,Serang,Serang,Banten,1 bulan yang lalu,Rp 1 jt
393,Senior Data Engineer,,Perusahaan Premium,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),CI/CD,4,Kreasi Dua Konsep (2Konzept),Kebayoran Lama,Jakarta Selatan,DKI Jakarta,7 hari yang lalu,Rp 8 jt-20 jt
394,Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Software Development Life Cycle (Sdlc),3,PT Imani Prima,Cilandak,Jakarta Selatan,DKI Jakarta,16 hari yang lalu,Rp 5 jt-7 jt
395,Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Diploma (D1 - D4),Business Planning,5,Derutive Insights Consulting,Kebon Jeruk,Jakarta Barat,DKI Jakarta,17 hari yang lalu,Rp 5 jt-7 jt
396,Data Surveyor,,,Hybrid,Kontrak,Kurang dari setahun,Minimal SMA/SMK,3,Ruveetex,Bogor Timur,Bogor,Jawa Barat,15 hari yang lalu,"Rp 1,3 jt-1,5 jt"
397,Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Software Documentation,3,Indonesia Global Solusindo,Grogol Petamburan,Jakarta Barat,DKI Jakarta,28 hari yang lalu,
398,Data Engineer,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Amazon Web Services (AWS),3,PT. ALL DATA INTERNATIONAL,Kembangan,Jakarta Barat,DKI Jakarta,24 hari yang lalu,"Rp 6 jt-7,5 jt"
399,Analyst,,,Penuh Waktu,Kurang dari setahun,Minimal Diploma (D1 - D4),Microsoft Excel,4,Linkage,Gresik,Kab. Gresik,Jawa Timur,13 hari yang lalu,"Rp 4,8 jt-7 jt"
400,Data Engineer,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Data Cleaning,3,PT Cybertrend Intrabuana,Cilandak,Jakarta Selatan,DKI Jakarta,27 hari yang lalu,"Rp 6 jt-7,7 jt"
401,Data Engineer,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Software Engineering,3,Tada,Setiabudi,Jakarta Selatan,DKI Jakarta,28 hari yang lalu,"Rp 6 jt-7,7 jt"
402,System Analyst Middle,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),System Analyst,6,PT Aktualisasi Gratia Talenta Indonesia,Kebon Jeruk,Jakarta Barat,DKI Jakarta,20 hari yang lalu,Rp 10 jt-11 jt
403,Business Analyst,,,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Data Analytics,3,Star Karlo Indonesia,Genuk,Semarang,Jawa Tengah,9 hari yang lalu,"Rp 5 jt-7,5 jt"
404,Data & Application Operation Engineer,,,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),Attention to Detail,3,PT Adastra Visi Teknologi,Kramatjati,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 9 jt
405,Enterprise Data Warehouse - Banking,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Linux System Administration,5,PT Sigma Global Teknologi,Setiabudi,Jakarta Selatan,DKI Jakarta,7 hari yang lalu,Rp 13 jt-14 jt
406,Quality Assurance (QA) Analyst,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),System Analysis,9,PT. Amalura Multi Dimensi,Setiabudi,Jakarta Selatan,DKI Jakarta,59 detik yang lalu,Rp 7 jt-10 jt
407,Functional Analyst/Business Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Business Analysis,4,Porto Indonesia Sejahtera,Penjaringan,Jakarta Utara,DKI Jakarta,14 hari yang lalu,"Rp 5 jt-7,5 jt"
408,Cybersecurity Analyst,,,Kontrak,5 – 10 tahun,Minimal Sarjana (S1),Poc,3,Adins Center Of Excellence,Kebon Jeruk,Jakarta Barat,DKI Jakarta,29 menit yang lalu,Rp 8 jt-12 jt
409,Sales and Marketing Analyst,,Perusahaan Premium,Penuh Waktu,Minimal SMA/SMK,Customer Service,Microsoft Word,5,Fifgroup Duren Sawit,Jatinegara,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 2 jt-6 jt
410,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),System Analysis,3,Satrio Consulting,Cibeunying Kidul,Bandung,Jawa Barat,Kemarin,Rp 5 jt-10 jt
411,IT Business Process Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SDLC,3,PT Sigma Global Teknologi,Cakung,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 6 jt-7 jt
412,System Analyst,,,Hybrid,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),5,NAT Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,2 hari yang lalu,Rp 7 jt-10 jt
413,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),GIT,3,PT Bazpos Teknologi Indonesia Persada,Grogol Petamburan,Jakarta Barat,DKI Jakarta,2 hari yang lalu,Rp 10 jt-15 jt
414,Staff Warehouse & Data Inventory,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Microsoft Excel,3,Zeta Bags Group,Mampang Prapatan,Jakarta Selatan,DKI Jakarta,16 hari yang lalu,Rp 5 jt-6 jt
415,Program Magang (Administrasi/Data Analyst/Statutory/Operasional),,,Magang,Minimal Diploma (D1 - D4),Microsoft Excel,Data Entry,4,PT. GURITA LINTAS SAMUDERA (GLS),Grogol Petamburan,Jakarta Barat,DKI Jakarta,9 hari yang lalu,"Rp 1 jt-1,5 jt"
416,Analis Data HRIS (Human Resources Information System),,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),HR Policies,5,KSO Sucofindo - Surveyor Indonesia,Pancoran,Jakarta Selatan,DKI Jakarta,24 hari yang lalu,
417,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),System Analysis,3,APTAVIS,Sukajadi,Bandung,Jawa Barat,1 bulan yang lalu,Rp 4 jt-5 jt
418,Product Market Analyst (Jakarta),,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Communication Skills,3,Delifru Flavour Expert,Kembangan,Jakarta Barat,DKI Jakarta,12 hari yang lalu,
419,IT System Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SQL,3,PT. Transcosmos Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,Kemarin,
420,IT Business Analyst,,,Kontrak,3 – 5 tahun,Minimal Diploma (D1 - D4),Brd,4,Pt. Tiga Daya Digital Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,Kemarin,Rp 10 jt-18 jt
421,IT Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Teamwork,3,PT. Mandiri International Technology,Pancoran,Jakarta Selatan,DKI Jakarta,2 hari yang lalu,"Rp 5,5 jt-10 jt"
422,Business Risk Analyst,,,Remote/Dari rumah,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),3,Confirmis Holdings,Gambir,Jakarta Pusat,DKI Jakarta,3 hari yang lalu,"Rp 6 jt-6,5 jt"
423,IT Business Process Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Product Development,3,PT Sigma Global Teknologi,Cakung,Jakarta Timur,DKI Jakarta,20 hari yang lalu,"Rp 6,5 jt-7 jt"
424,Product Marketing Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Communication Skills,3,PT AKARI Indonesia,Kemayoran,Jakarta Pusat,DKI Jakarta,6 hari yang lalu,Rp 5 jt-6 jt
425,IT Business Analyst Supervisor,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Business Analyst,3,"PT Tunas Ridean, Tbk",Pancoran,Jakarta Selatan,DKI Jakarta,22 hari yang lalu,Rp 5 jt-10 jt
426,System Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),UML,4,PT Inova Medika Solusindo,Samarinda Ulu,Samarinda,Kalimantan Timur,19 hari yang lalu,"Rp 3,5 jt-4,5 jt"
427,Financial Planning Analyst,,,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),Microsoft Excel,5,PT Jola Mitra Utama (Yogyakarta),Kemayoran,Jakarta Pusat,DKI Jakarta,14 hari yang lalu,Rp 20 jt-25 jt
428,Data Engineer (Remote),,,Remote/Dari rumah,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),3,Pt Medika Digital Nusantara,Kapanewon Depok,Kab. Sleman,DI Yogyakarta,20 hari yang lalu,Rp 5 jt-8 jt
429,IT Business Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),System Integration,6,PT Nusapala Group,Ciracas,Jakarta Timur,DKI Jakarta,17 hari yang lalu,"Rp 4,9 jt-5,1 jt"
430,Spesialis Data Entry,,,Remote/Dari rumah,Paruh Waktu,Minimal SMA/SMK,Microsoft Office,3,Citra Textile,Kuta,Kab. Badung,Bali,Kemarin,"Rp 5,5 jt-7,4 jt"
431,Business Analyst (Insurance),,,Hybrid,Kontrak,3 – 5 tahun,Minimal Diploma (D1 - D4),3,PT Karisma Zona Kreatifku (KAZOKKU),Mampang Prapatan,Jakarta Selatan,DKI Jakarta,20 hari yang lalu,Rp 7 jt-14 jt
432,IT Business Analyst,,,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Agile Methodologies,3,BIT - Barito Technologies Group,Setiabudi,Jakarta Selatan,DKI Jakarta,21 hari yang lalu,Rp 8 jt-12 jt
433,Social Media Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Report Writing,12,PT CAB Tekno Kreasi,Cilandak,Jakarta Selatan,DKI Jakarta,2 hari yang lalu,
434,System Analyst Supervisor,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Leadership Development,3,"PT Tunas Ridean, Tbk",Pancoran,Jakarta Selatan,DKI Jakarta,1 bulan yang lalu,Rp 5 jt-10 jt
435,Claim Analyst Non MV (Teknik),,Perusahaan Premium,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),Microsoft Office,3,PT Lippo General Insurance Tbk,Karawaci,Tangerang,Banten,3 hari yang lalu,
436,Business Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Critical Thinking,7,Pt Werkudara Nirwana Sakti,Kapanewon Depok,Kab. Sleman,DI Yogyakarta,16 hari yang lalu,
437,Procurement Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Civil Engineering,3,PT. JBA INDONESIA,Grogol Petamburan,Jakarta Barat,DKI Jakarta,24 hari yang lalu,Rp 6 jt-8 jt
438,Mechanical & Electrical Technician Data Center,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Attention to Detail,3,PT Adastra Visi Teknologi,Kramatjati,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 7 jt
439,Sop Analyst & Trainer,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Communication Skills,3,CV. Kukche Mitra Sukses,Bogor Timur,Bogor,Jawa Barat,12 hari yang lalu,"Rp 3,5 jt-3,8 jt"
440,Marketing Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Digital Marketing,3,Shabiyan,Kebayoran Lama,Jakarta Selatan,DKI Jakarta,2 hari yang lalu,"Rp 3 jt-4,5 jt"
441,Research Analyst,,,Hybrid,Magang,Kurang dari setahun,Minimal SMA/SMK,4,PT. Dananjaya Design Nusantara,Coblong,Bandung,Jawa Barat,6 hari yang lalu,Rp 1 jt
442,Business Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Willing To Achive More,5,Turnkey Group,Batu,Batu,Jawa Timur,6 hari yang lalu,Rp 5 jt-8 jt
443,Admin Data Entry,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Accounting,7,Tango Group (PT Tango Musik Sentosa),Taman Sari,Jakarta Barat,DKI Jakarta,4 jam yang lalu,Rp 4 jt-5 jt
444,Marketing Analyst,,,Kontrak,1 – 3 tahun,Minimal Diploma (D1 - D4),Marketing Communications,3,PT. Permata Azzuri Sehat,Setiabudi,Jakarta Selatan,DKI Jakarta,6 hari yang lalu,"Rp 5,5 jt-6,5 jt"
445,Business Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Microsoft Excel,4,Oto.com,Palmerah,Jakarta Barat,DKI Jakarta,6 hari yang lalu,Rp 6 jt-8 jt
446,Analis Market Research,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Marketing Management,7,Noor Textile & Tailor,Tanjung Priok,Jakarta Utara,DKI Jakarta,8 hari yang lalu,"Rp 4 jt-5,6 jt"
447,Marketing Analyst,,,Penuh Waktu,Kurang dari setahun,Minimal Diploma (D1 - D4),Teamwork,3,Bubur Ayam Pelana,Lengkong,Bandung,Jawa Barat,7 hari yang lalu,"Rp 1,5 jt-2,3 jt"
448,Senior Data Engineer,,Perusahaan Premium,Hybrid,Penuh Waktu,5 – 10 tahun,Minimal Diploma (D1 - D4),3,Pt. Solusi Pembayaran Elektronik,Cipondoh,Tangerang,Banten,Kemarin,Rp 8 jt-14 jt
449,Enterprise Data Warehouse - Banking,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Linux System Administration,5,PT Sigma Global Teknologi,Setiabudi,Jakarta Selatan,DKI Jakarta,7 hari yang lalu,Rp 13 jt-14 jt
450,IT Business Process Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Product Development,3,PT Sigma Global Teknologi,Cakung,Jakarta Timur,DKI Jakarta,20 hari yang lalu,"Rp 6,5 jt-7 jt"
451,Product Marketing Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Communication Skills,3,PT AKARI Indonesia,Kemayoran,Jakarta Pusat,DKI Jakarta,6 hari yang lalu,Rp 5 jt-6 jt
452,System Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),UML,4,PT Inova Medika Solusindo,Samarinda Ulu,Samarinda,Kalimantan Timur,19 hari yang lalu,"Rp 3,5 jt-4,5 jt"
453,IT Business Analyst Supervisor,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Business Analyst,3,"PT Tunas Ridean, Tbk",Pancoran,Jakarta Selatan,DKI Jakarta,22 hari yang lalu,Rp 5 jt-10 jt
454,Program Magang (Administrasi/Data Analyst/Statutory/Operasional),,,Magang,Minimal Diploma (D1 - D4),Microsoft Excel,Data Entry,4,PT. GURITA LINTAS SAMUDERA (GLS),Grogol Petamburan,Jakarta Barat,DKI Jakarta,9 hari yang lalu,"Rp 1 jt-1,5 jt"
455,Staff Warehouse & Data Inventory,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Microsoft Excel,3,Zeta Bags Group,Mampang Prapatan,Jakarta Selatan,DKI Jakarta,16 hari yang lalu,Rp 5 jt-6 jt
456,Analis Data HRIS (Human Resources Information System),,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),HR Policies,5,KSO Sucofindo - Surveyor Indonesia,Pancoran,Jakarta Selatan,DKI Jakarta,24 hari yang lalu,
457,Financial Planning Analyst,,,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),Microsoft Excel,5,PT Jola Mitra Utama (Yogyakarta),Kemayoran,Jakarta Pusat,DKI Jakarta,14 hari yang lalu,Rp 20 jt-25 jt
458,IT Business Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),System Integration,6,PT Nusapala Group,Ciracas,Jakarta Timur,DKI Jakarta,17 hari yang lalu,"Rp 4,9 jt-5,1 jt"
459,Business Analyst (Insurance),,,Hybrid,Kontrak,3 – 5 tahun,Minimal Diploma (D1 - D4),3,PT Karisma Zona Kreatifku (KAZOKKU),Mampang Prapatan,Jakarta Selatan,DKI Jakarta,20 hari yang lalu,Rp 7 jt-14 jt
460,IT Business Analyst,,,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Agile Methodologies,3,BIT - Barito Technologies Group,Setiabudi,Jakarta Selatan,DKI Jakarta,21 hari yang lalu,Rp 8 jt-12 jt
